,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
30,EQwtBc5PgiezKW1Cx55ukg,Alain A.,2.0 star rating,"This was my first visit here. From what I saw this is a true juice bar. Many different types of (pre bottled) juices in different sizes, although on the expensive side. I tried the coconut cream pie and it was nothing to write home about. It was empty when I walked in and the young lady at the counter was very eager for me to hurry up and buy. This place is alright but it also my last visit.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
31,FbwdGIyc0d8xkmzzwgyAbA,Jay V.,5.0 star rating,Awesome place with a very helpful staff. Great food at a reasonable price for this type of menu. They cold press their juices on the premises and do not use any kind of pasteurization. (Strictly organic)The smoothie selection is impressive but they make to order as well if you want. Summer menu is great and they keep adding items. Worth checking out!,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
32,2sFcGGmOG2VuYScxtqALjg,Kelli D.,3.0 star rating,"Cool place, great atmosphere and service, and the chia pudding was delicious. But the acai bowl was underwhelming for the price. I feel like I paid a lot for something I could have made at home.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
33,T_sHNz9LdkneCPnYQwb0qQ,Alex B.,5.0 star rating,"This review is for the Fort Lee location which is located on Main Street. At the time of this review, I believe that this location has only been open two weeks. My husband and I stopped in to check out the fresh kombucha as well as the cold press health shots. The owners showed us around the store and gave us lots of yummy samples. We tried the cheesecake which was so delicious, the texture was amazing and it contained no added sugar. We ended up buying some health shots as well as some kale chips. Check out this place if you are looking to expand your taste buds and branch out into healthy eating. My only suggestion to the owner would be to include the nutrition information on the label.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
34,Pgl-nrl-iTAxipdrnDZJEg,Lucy L.,4.0 star rating,Great place!!! Hoboken needed more natural and healthy smoothie places. The workers are very nice and helpful and the smoothies are excellent. I wish it was a little cheaper.,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
35,ysPBx2k3eFxCLvoubBu9fw,Merica K.,5.0 star rating,"I absolutely love Simply Juiced! It's a small juice bar with some food and treat options available too. There is some window seating and some bar table seating available that is usually pretty easy to snag as most people aren't staying to eat, although it's an option. My boyfriend and I ALWAYS get the acai bowl. It's our favorite. Everything in the shop is so fresh and healthy but so tasty! Even foodies who don't prefer vegan or vegetarian options can enjoy this spot. They offer taste tests of almost every option so you don't have to purchase something blind and hope for the best.  The staff is always so friendly and inviting as soon as you walk in. Prices are moderate but fair for what they are serving. Also, if you sign up for the rewards program, (which just means basically checking in when you get there) after 10 visits you get any juice free. On occasion they will send out promotional coupons. I love this spot!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
36,5uJN1uj254r4Q7W5wWZOmw,Irene H.,5.0 star rating,"Lots of options/combinations available and the employees were very helpful with suggestions/recommendations. They also allow for some sampling if they have some available, not just of the smoothie but also their other snacks they sell! They're also more than happy to adjust any of the ingredients in the smoothie if necessary to accommodate to customer taste.The smoothie was perfectly blended so you don't have chunks of fruits or vegetables. A little on the pricier side at about $8-$11 but definitely worth every dollar for the service and taste of the smoothies. Very content and will definitely be back for more after my morning barre class :P",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
37,XbzyMdWIOBDefIKEbsm7bg,Kevin J.,5.0 star rating,"Great selections of sandwiches, juices and raw vegan dishes that were ready for pickup and treated with love!!! I enjoyed the special touches they give to the packaging!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
38,Jaa2PsDJl2ySx6bgFC8AoA,James T.,5.0 star rating,"Stopped in because I was in the area. I never heard of this place. Looked at the reviews, they looked pretty good. The burrito was awesome. Cool presentation. The greenery and the fruit looked fresh. They made a great drink with protein. It was really clean inside. I would recommend for sure. These guys have a great thing going.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
39,dugA_rKOfCPu4Wdj5Rtt7g,Ashleigh O.,5.0 star rating,"When I'm on my healthy vegan flow (instead of, ya know, vegan pizza and seitan tacos) I like to come here. Everything tastes good for you and is good for your body. You must try the falafel cabbage roll and walnut pesto sandwich if you plan on eating anything from here. Divine. All of the drinks are great, too. They have so many options that I attempt to try something new each time.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
