,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
0,ILCUhdJ6oHJy3jINT2mkDQ,Sam Yosbely C.,5.0 star rating,The pupusas and horchata was delicious! It was freshly made and they were perfect! I also tried duros con crema and I highly recommend! They are delicious! The crema was so yummy and paired perfectly with the fried bananas with a dash of sugar. I really enjoyed it and will be going back.,El Salvador Restaurant,5.0 star rating,,Salvadoran
