,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
0,OMyaWDNkFAsCnBrN_oQpNg,Edwin G.,4.0 star rating,Good mexican food on top is a club. it's always busy after hours Thursday and FridaySaturdays busy as well. is a good place to meet up with friends at times at could be crowded,El Cantante,4.0 star rating,,Mexican
