,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
0,PI-FpTJl6V4ZKwxUcraAsg,Alexander F.,5.0 star rating,Small but it is very versatile. They make everything from coffee and milkshakes to breakfast and dinner. I ordered the Puerto Rican Tripleta Sandwich and couldn't even finish it. It was delicious.,Bocata’s Deli,5.0 star rating,$,"Cafes,, Delis,, Breakfast, &, Brunch"
1,sdVQE6z4jxylpz_qooNyPw,Rob H.,5.0 star rating,"Whenever i am in the area i always stop by. I get the bacon cheese burger with everything on it. Or I get a cold sandwiches when I'm there. The place is clean, Great food, and great service! :)",Bocata’s Deli,5.0 star rating,$,"Cafes,, Delis,, Breakfast, &, Brunch"
