,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
0,TxMEagTmbPc273enJ5bv6A,Linda L.,5.0 star rating,"This is my favorite place to go when it comes to Chinese Food. They have the best General Tsos Chicken and Shrimp Lo Mein. Love their delivery service, it's really fast.",Wah Yoan,5.0 star rating,,Chinese
